claim_id,claim,claim_label,evidences.0.evidence_id,evidences.0.evidence_label,evidences.0.article,evidences.0.evidence,evidences.0.entropy,evidences.0.votes.0,evidences.0.votes.1,evidences.0.votes.2,evidences.0.votes.3,evidences.0.votes.4,evidences.1.evidence_id,evidences.1.evidence_label,evidences.1.article,evidences.1.evidence,evidences.1.entropy,evidences.1.votes.0,evidences.1.votes.1,evidences.1.votes.2,evidences.1.votes.3,evidences.1.votes.4,evidences.2.evidence_id,evidences.2.evidence_label,evidences.2.article,evidences.2.evidence,evidences.2.entropy,evidences.2.votes.0,evidences.2.votes.1,evidences.2.votes.2,evidences.2.votes.3,evidences.2.votes.4,evidences.3.evidence_id,evidences.3.evidence_label,evidences.3.article,evidences.3.evidence,evidences.3.entropy,evidences.3.votes.0,evidences.3.votes.1,evidences.3.votes.2,evidences.3.votes.3,evidences.3.votes.4,evidences.4.evidence_id,evidences.4.evidence_label,evidences.4.article,evidences.4.evidence,evidences.4.entropy,evidences.4.votes.0,evidences.4.votes.1,evidences.4.votes.2,evidences.4.votes.3,evidences.4.votes.4
2222,A large number of ancient mass extinction events have been strongly linked to global climate change.,1,Cretaceous–Paleogene extinction event:11,SUPPORTS,Cretaceous–Paleogene extinction event,"Other causal or contributing factors to the extinction may have been the Deccan Traps and other volcanic eruptions, climate change, and sea level change.",0,,SUPPORTS,SUPPORTS,,,Cretaceous–Paleogene extinction event:1510,SUPPORTS,Cretaceous–Paleogene extinction event,"""End-Cretaceous extinction in Antarctica linked to both Deccan volcanism and meteorite impact via climate change"".",0,,SUPPORTS,SUPPORTS,,,Cretaceous–Paleogene extinction event:258,NOT_ENOUGH_INFO,Cretaceous–Paleogene extinction event,"The regression would also have caused climate changes, partly by disrupting winds and ocean currents and partly by reducing the Earth's albedo and increasing global temperatures.",0,,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,Cretaceous–Paleogene extinction event:274,SUPPORTS,Cretaceous–Paleogene extinction event,"Species extinction at Seymour Island occurred in two pulses that coincide with the two observed warming events, directly linking the end-Cretaceous extinction at this site to both volcanic and meteorite events via climate change.",0,,SUPPORTS,SUPPORTS,,,Quaternary extinction event:5,NOT_ENOUGH_INFO,Quaternary extinction event,Among the main causes hypothesized by paleontologists are overkill by the widespread appearance of humans and natural climate change.,0.693147181,,SUPPORTS,NOT_ENOUGH_INFO,,
2223,"Because current climate change is so rapid, the way species typically adapt (eg - migration) is, in most cases, simply not be possible.",0,Biodiversity:274,REFUTES,Biodiversity,Human activities therefore allow species to migrate to new areas (and thus become invasive) occurred on time scales much shorter than historically have been required for a species to extend its range.,0,REFUTES,REFUTES,REFUTES,,REFUTES,Extinction:382,NOT_ENOUGH_INFO,Extinction,"""Predicting patterns of long-term adaptation and extinction with population genetics"".",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,NOT_ENOUGH_INFO,Extinction:83,NOT_ENOUGH_INFO,Extinction,"Meanwhile, low genetic diversity (see inbreeding and population bottlenecks) reduces the range of adaptions possible.",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,SUPPORTS,,NOT_ENOUGH_INFO,Invasive species:276,NOT_ENOUGH_INFO,Invasive species,Invading species have been shown to adapt to their new environments in a remarkably short amount of time.,0.693147181,REFUTES,NOT_ENOUGH_INFO,REFUTES,,NOT_ENOUGH_INFO,Nature:173,NOT_ENOUGH_INFO,Nature,"The combination of a high mutation rate and a horizontal gene transfer ability makes them highly adaptable, and able to survive in new environments, including outer space.",0.693147181,REFUTES,NOT_ENOUGH_INFO,REFUTES,,NOT_ENOUGH_INFO
2227,"Every part of the Earth's climate system has continued warming since 1998, with 2015 shattering temperature records.",1,Global warming:0,NOT_ENOUGH_INFO,Global warming,Global warming is the long-term rise in the average temperature of the Earth's climate system.,0.636514168,NOT_ENOUGH_INFO,SUPPORTS,NOT_ENOUGH_INFO,,,Global warming:21,SUPPORTS,Global warming,Multiple independently produced instrumental datasets confirm that the 2009–2018 decade was 0.93 ± 0.07 °C warmer than the pre-industrial baseline (1850–1900).,0.636514168,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO,,,Global warming:41,NOT_ENOUGH_INFO,Global warming,"An example of such an episode is the slower rate of surface temperature increase from 1998 to 2012, which was dubbed the global warming hiatus.",0.636514168,NOT_ENOUGH_INFO,SUPPORTS,NOT_ENOUGH_INFO,,,Global warming:42,NOT_ENOUGH_INFO,Global warming,"Throughout this period ocean heat storage continued to progress steadily upwards, and in subsequent years surface temperatures have spiked upwards.",0.636514168,NOT_ENOUGH_INFO,SUPPORTS,NOT_ENOUGH_INFO,,,Greenland ice sheet:263,SUPPORTS,Greenland ice sheet,"""NASA, NOAA Analyses Reveal Record-Shattering Global Warm Temperatures in 2015"".",0.636514168,SUPPORTS,REFUTES,SUPPORTS,,
2236,The majority of peer reviewed research at the time predicted warming due to increasing CO2.,0,Global cooling:413,SUPPORTS,Global cooling,"A survey of peer-reviewed scientific papers published between 1965 and 1979 shows that the large majority of research at the time predicted that the earth would warm as carbon-dioxide levels rose — as indeed it has.""",0,SUPPORTS,SUPPORTS,,,,Global cooling:55,NOT_ENOUGH_INFO,Global cooling,"The 1970 Study of Critical Environmental Problems reported the possibility of warming from increased carbon dioxide, but no concerns about cooling, setting a lower bound on the beginning of interest in ""global cooling"".",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Global cooling:99,NOT_ENOUGH_INFO,Global cooling,Academic analysis of the peer-reviewed studies published at that time shows that most papers examining aspects of climate during the 1970s were either neutral or showed a warming trend.,0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Global warming:328,NOT_ENOUGH_INFO,Global warming,"This phrase next appeared in a November 1957 report in The Hammond Times which described Roger Revelle's research into the effects of increasing human-caused CO 2 emissions on the greenhouse effect: ""a large scale global warming, with radical climate changes may result"".",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Scientific consensus on climate change:459,NOT_ENOUGH_INFO,Scientific consensus on climate change,"The Intergovernmental Panel on Climate Change said the likelihood was 90 percent to 99 percent that emissions of heat-trapping greenhouse gases like carbon dioxide, spewed from tailpipes and smokestacks, were the dominant cause of the observed warming of the last 50 years.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,
2242,The warming causes the oceans to release CO2.,1,Anoxic event:65,NOT_ENOUGH_INFO,Anoxic event,The trigger for these mass extinctions appears to be a warming of the ocean caused by a rise of carbon dioxide levels to about 1000 parts per million.,0.693147181,REFUTES,NOT_ENOUGH_INFO,,,,Anoxic event:92,SUPPORTS,Anoxic event,"The effect of this warm water propagates through the ocean, and reduces the amount of CO 2 that the oceans can hold in solution, which makes the oceans release large quantities of CO 2 into the atmosphere in a geologically short time (tens or thousands of years).",0,SUPPORTS,SUPPORTS,,,,Global warming:125,NOT_ENOUGH_INFO,Global warming,"As more CO2 and heat are absorbed by the ocean, it is acidifying and ocean circulation can change, changing the rate at which the ocean can absorb atmospheric carbon.",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Global warming:153,NOT_ENOUGH_INFO,Global warming,"Higher atmospheric CO2 concentrations have led to an increase in dissolved CO2, which causes ocean acidification.",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Global warming:559,NOT_ENOUGH_INFO,Global warming,These feedbacks can change the role of the oceans in taking up atmospheric CO 2 making it very difficult to predict how the ocean carbon cycle will operate in the future.,0.693147181,REFUTES,NOT_ENOUGH_INFO,,,
2243,"The CO2 amplifies the warming and mixes through the atmosphere, spreading warming throughout the planet.",0,Carbon dioxide in Earth's atmosphere:63,SUPPORTS,Carbon dioxide in Earth's atmosphere,The greenhouse effect is a process by which thermal radiation from a planetary atmosphere warms the planet's surface beyond the temperature it would have in the absence of its atmosphere.,0,SUPPORTS,SUPPORTS,,,,Carbon dioxide:190,SUPPORTS,Carbon dioxide,"Absorption of infrared light at the vibrational frequencies of atmospheric carbon dioxide traps energy near the surface, warming the surface and the lower atmosphere.",0,SUPPORTS,SUPPORTS,,,,Carbon dioxide:192,SUPPORTS,Carbon dioxide,"Increases in atmospheric concentrations of CO 2 and other long-lived greenhouse gases such as methane, nitrous oxide and ozone have correspondingly strengthened their absorption and emission of infrared radiation, causing the rise in average global temperature since the mid-20th century.",0,SUPPORTS,SUPPORTS,,,,Greenhouse effect:0,NOT_ENOUGH_INFO,Greenhouse effect,The greenhouse effect is the process by which radiation from a planet's atmosphere warms the planet's surface to a temperature above what it would be without this atmosphere.,0.693147181,REFUTES,SUPPORTS,,,,Greenhouse gas:181,SUPPORTS,Greenhouse gas,"Because water vapor is a greenhouse gas, this results in further warming and so is a ""positive feedback"" that amplifies the original warming.",0,SUPPORTS,SUPPORTS,,,
2244,So CO2 causes warming AND rising temperature causes CO2 rise.,1,Carbon dioxide:190,NOT_ENOUGH_INFO,Carbon dioxide,"Absorption of infrared light at the vibrational frequencies of atmospheric carbon dioxide traps energy near the surface, warming the surface and the lower atmosphere.",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Carbon dioxide:194,SUPPORTS,Carbon dioxide,"Not only do increasing carbon dioxide concentrations lead to increases in global surface temperature, but increasing global temperatures also cause increasing concentrations of carbon dioxide.",0,SUPPORTS,SUPPORTS,,,,Climate change feedback:16,NOT_ENOUGH_INFO,Climate change feedback,The higher CO2 levels led to an additional climate warming ranging between 0.1° and 1.5 °C.,0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Global warming:218,NOT_ENOUGH_INFO,Global warming,CO2 emissions are continuing to rise due to the burning of fossil fuels and land-use change.,0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Greenhouse gas:310,NOT_ENOUGH_INFO,Greenhouse gas,"During the late 20th century, a scientific consensus evolved that increasing concentrations of greenhouse gases in the atmosphere cause a substantial rise in global temperatures and changes to other parts of the climate system, with consequences for the environment and for human health.",0.693147181,SUPPORTS,REFUTES,,,
2247,"His best estimate is that the  warming in response to a doubling of CO2 concentration, which may happen  this century unless the usual suspects get away with shutting down the  economies of the West, will be a harmless 1 Fahrenheit degree, not the 6  F predicted by the IPCC.""",0,Climate sensitivity:13,NOT_ENOUGH_INFO,Climate sensitivity,"Without feedbacks the radiative forcing of approximately 3.7 W/m2, due to doubling CO 2 from the pre-industrial 280 ppm, would eventually result in roughly 1 °C global warming.",0.693147181,SUPPORTS,REFUTES,,,,Climate sensitivity:53,REFUTES,Climate sensitivity,"In his first paper on the matter, he estimated that global temperature would rise by around 5 to 6 °C (9.0 to 10.8 °F) if the quantity of CO 2 was doubled.",0,REFUTES,REFUTES,,,,Climate sensitivity:66,NOT_ENOUGH_INFO,Climate sensitivity,"The 1990 IPCC First Assessment Report estimated that equilibrium climate sensitivity to a doubling of CO 2 lay between 1.5 and 4.5 °C (2.7 and 8.1 °F), with a ""best guess in the light of current knowledge"" of 2.5 °C (4.5 °F).",0.693147181,NOT_ENOUGH_INFO,REFUTES,,,,IPCC Third Assessment Report:12,REFUTES,IPCC Third Assessment Report,"The TAR estimate for the climate sensitivity is 1.5 to 4.5 °C; and the average surface temperature is projected to increase by 1.4 to 5.8 Celsius degrees over the period 1990 to 2100, and the sea level is projected to rise by 0.1 to 0.9 metres over the same period.",0,REFUTES,REFUTES,,,,Kyoto Protocol:25,NOT_ENOUGH_INFO,Kyoto Protocol,"The ""likely"" range (as assessed to have a greater than 66% probability of being correct, based on the IPCC's expert judgment) is a projected increase in global mean temperature over the 21st century of between 1.1 and 6.4 °C.",0.693147181,SUPPORTS,REFUTES,,,
2248,Climate sensitivity can be calculated empirically by comparing past temperature change to natural forcings at the time.,1,Climate sensitivity:0,SUPPORTS,Climate sensitivity,"Climate sensitivity is the globally averaged temperature change in response to changes in radiative forcing, which can occur, for instance, due to increased levels of carbon dioxide (CO 2).",0,SUPPORTS,SUPPORTS,,,,Climate sensitivity:109,SUPPORTS,Climate sensitivity,One way is to use estimates of global radiative forcing and temperature directly.,0,SUPPORTS,SUPPORTS,,,,Climate sensitivity:41,NOT_ENOUGH_INFO,Climate sensitivity,Ignoring these factors causes lower estimates of climate sensitivity when using radiative forcing and temperature records from the historical period.,0.693147181,REFUTES,SUPPORTS,,,,Climate sensitivity:77,SUPPORTS,Climate sensitivity,"Climate sensitivity can be estimated using observed temperature rise, observed ocean heat uptake, and modeled or observed radiative forcing.",0,SUPPORTS,SUPPORTS,,,,Climate sensitivity:9,SUPPORTS,Climate sensitivity,"Climate sensitivity is typically estimated in three ways; by using observations taken during the industrial age, by using temperature and other data from the Earth's past and by modelling the climate system in computers.",0,SUPPORTS,SUPPORTS,,,
2250,"Some global warming 'skeptics' argue that the Earth's climate sensitivity is so low that a doubling of atmospheric CO2 will result in a surface temperature change on the order of 1°C or less, and that therefore global warming is nothing to worry about.",0,Climate sensitivity:18,NOT_ENOUGH_INFO,Climate sensitivity,The equilibrium climate sensitivity (ECS) refers to the equilibrium change in global mean near-surface air temperature that would result from a sustained doubling of the atmospheric equivalent CO 2 concentration (ΔT2×).,0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,NOT_ENOUGH_INFO,Climate sensitivity:51,NOT_ENOUGH_INFO,Climate sensitivity,"The sensitivity of temperature to atmospheric gasses, most notably CO 2, is often expressed in terms of the change in temperature per doubling of the concentration of the gas.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,NOT_ENOUGH_INFO,Climate sensitivity:53,REFUTES,Climate sensitivity,"In his first paper on the matter, he estimated that global temperature would rise by around 5 to 6 °C (9.0 to 10.8 °F) if the quantity of CO 2 was doubled.",0,REFUTES,REFUTES,,,REFUTES,Climate sensitivity:66,REFUTES,Climate sensitivity,"The 1990 IPCC First Assessment Report estimated that equilibrium climate sensitivity to a doubling of CO 2 lay between 1.5 and 4.5 °C (2.7 and 8.1 °F), with a ""best guess in the light of current knowledge"" of 2.5 °C (4.5 °F).",0.636514168,REFUTES,NOT_ENOUGH_INFO,,,REFUTES,Climate sensitivity:7,NOT_ENOUGH_INFO,Climate sensitivity,"The transient climate response (TCR) is the amount of temperature increase that might occur at the time when CO2 doubles, having increased gradually by 1% each year.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,NOT_ENOUGH_INFO
2256,"The warming effect from more CO2 greatly outstrips the influence from changes in the Earth's orbit or solar activity, even if solar levels were to drop to Maunder Minimum levels.",1,Attribution of recent climate change:203,NOT_ENOUGH_INFO,Attribution of recent climate change,"If the Sun was responsible for observed warming, warming of the troposphere at the surface and warming at the top of the stratosphere would be expected as increase solar activity would replenish ozone and oxides of nitrogen.",0.693147181,,SUPPORTS,NOT_ENOUGH_INFO,,,Carbon dioxide in Earth's atmosphere:4,SUPPORTS,Carbon dioxide in Earth's atmosphere,CO 2 absorbs and emits infrared radiation at wavelengths of 4.26 µm (asymmetric stretching vibrational mode) and 14.99 µm (bending vibrational mode) and consequently is a greenhouse gas that plays a significant role in influencing Earth's surface temperature through the greenhouse effect.,0,,SUPPORTS,SUPPORTS,,,Climate change feedback:16,SUPPORTS,Climate change feedback,The higher CO2 levels led to an additional climate warming ranging between 0.1° and 1.5 °C.,0,,SUPPORTS,SUPPORTS,,,Greenhouse gas:131,NOT_ENOUGH_INFO,Greenhouse gas,"Future warming is projected to have a range of impacts, including sea level rise, increased frequencies and severities of some extreme weather events, loss of biodiversity, and regional changes in agricultural productivity.",0,,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,Ice age:137,NOT_ENOUGH_INFO,Ice age,"The consensus is that several factors are important: atmospheric composition, such as the concentrations of carbon dioxide and methane (the specific levels of the previously mentioned gases are now able to be seen with the new ice core samples from EPICA Dome C in Antarctica over the past 800,000 years); changes in the earth's orbit around the Sun known as Milankovitch cycles; the motion of tectonic plates resulting in changes in the relative location and amount of continental and oceanic crust on the earth's surface, which affect wind and ocean currents; variations in solar output; the orbital dynamics of the Earth–Moon system; the impact of relatively large meteorites and volcanism including eruptions of supervolcanoes.",0.693147181,,NOT_ENOUGH_INFO,REFUTES,,
2257,'Our harmless emissions of trifling quantities of carbon dioxide cannot possibly acidify the oceans.,0,Carbon dioxide:201,NOT_ENOUGH_INFO,Carbon dioxide,"Carbon dioxide dissolves in the ocean to form carbonic acid (H2CO3), bicarbonate (HCO3−) and carbonate (CO32−).",0.693147181,,NOT_ENOUGH_INFO,REFUTES,,,Carbon dioxide:211,NOT_ENOUGH_INFO,Carbon dioxide,"Most of the CO 2 taken up by the ocean, which is about 30% of the total released into the atmosphere, forms carbonic acid in equilibrium with bicarbonate.",0.693147181,,REFUTES,SUPPORTS,,,Carbon dioxide:22,REFUTES,Carbon dioxide,Carbon dioxide also causes ocean acidification because it dissolves in water to form carbonic acid.,0,,REFUTES,REFUTES,,,Carbon dioxide:798,REFUTES,Carbon dioxide,"""Marine calcifiers exhibit mixed responses to CO 2-induced ocean acidification"".",0,,REFUTES,REFUTES,,,Marine pollution:92,REFUTES,Marine pollution,These rising levels of carbon dioxide are acidifying the oceans.,0,,REFUTES,REFUTES,,
2260,"The current debate on the connection between CO2 emissions and climate change has largely overlooked an independent and equally serious problem, the increasing acidity of our oceans.",1,Carbon dioxide:204,SUPPORTS,Carbon dioxide,"As the concentration of carbon dioxide increases in the atmosphere, the increased uptake of carbon dioxide into the oceans is causing a measurable decrease in the pH of the oceans, which is referred to as ocean acidification.",0.636514168,NOT_ENOUGH_INFO,SUPPORTS,SUPPORTS,,,Carbon dioxide:220,SUPPORTS,Carbon dioxide,"Also, the Intergovernmental Panel on Climate Change (IPCC) writes in their Climate Change 2007: Synthesis Report: ""The uptake of anthropogenic carbon since 1750 has led to the ocean becoming more acidic with an average decrease in pH of 0.1 units.",0.636514168,NOT_ENOUGH_INFO,SUPPORTS,SUPPORTS,,,Ocean acidification:0,NOT_ENOUGH_INFO,Ocean acidification,"Ocean acidification is the ongoing decrease in the pH of the Earth's oceans, caused by the uptake of carbon dioxide (CO 2) from the atmosphere.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,Ocean acidification:160,SUPPORTS,Ocean acidification,"This will cause an elevation of ocean alkalinity, leading to the enhancement of the ocean as a reservoir for CO 2 with implications for climate change as more CO 2 leaves the atmosphere for the ocean.",0.636514168,NOT_ENOUGH_INFO,SUPPORTS,SUPPORTS,,,Scientific consensus on climate change:184,NOT_ENOUGH_INFO,Scientific consensus on climate change,"They state further that the ""continuing reliance on combustion of fossil fuels as the world's primary source of energy will lead to much higher atmospheric concentrations of greenhouse gases, which will, in turn, cause significant increases in surface temperature, sea level, ocean acidification, and their related consequences to the environment and society"".",0.636514168,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,SUPPORTS,,
2261,"Last December, the respected  journal “Oceanography” published projections (see graphic below) for this rising acidity, measured by falling pH",0,Ocean acidification:194,SUPPORTS,Ocean acidification,Limiting global warming to below 2 °C would imply a reduction in surface ocean pH of 0.16 from pre-industrial levels.,0.636514168,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO,,,Ocean acidification:29,SUPPORTS,Ocean acidification,"It is expected to drop by a further 0.3 to 0.5 pH units (an additional doubling to tripling of today's post-industrial acid concentrations) by 2100 as the oceans absorb more anthropogenic CO 2, the impacts being most severe for coral reefs and the Southern Ocean.",0.636514168,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO,,,Ocean acidification:445,NOT_ENOUGH_INFO,Ocean acidification,"""Dynamic patterns and ecological impacts of declining ocean pH in a high-resolution multi-year dataset"".",0.636514168,NOT_ENOUGH_INFO,SUPPORTS,NOT_ENOUGH_INFO,,,Ocean acidification:5,NOT_ENOUGH_INFO,Ocean acidification,"Between 1751 and 1996, surface ocean pH is estimated to have decreased from approximately 8.25 to 8.14, representing an increase of almost 30% in H+ ion concentration in the world's oceans.",1.098612289,REFUTES,SUPPORTS,NOT_ENOUGH_INFO,,,Ocean acidification:509,NOT_ENOUGH_INFO,Ocean acidification,"""Rising levels of acids in seas may endanger marine life, says study"".",0.636514168,NOT_ENOUGH_INFO,SUPPORTS,NOT_ENOUGH_INFO,,
2262,"Since the hockey stick paper in 1998, there have been a number of proxy studies analysing a variety of different sources including corals, stalagmites, tree rings, boreholes and ice cores.",1,Hockey stick controversy:73,SUPPORTS,Hockey stick controversy,"For his postdoctoral research, Mann joined Bradley and tree ring specialist Malcolm K. Hughes to develop a new statistical approach to reconstruct underlying spatial patterns of temperature variation combining diverse datasets of proxy information covering different periods across the globe, including a rich resource of tree ring networks for some areas and sparser proxies such as lake sediments, ice cores and corals, as well as some historical records.",0,,SUPPORTS,SUPPORTS,,,Hockey stick controversy:87,NOT_ENOUGH_INFO,Hockey stick controversy,"The Mann, Bradley & Hughes 1998 (MBH98) multiproxy study on ""Global-scale temperature patterns and climate forcing over the past six centuries"" was submitted to the journal Nature on 9 May 1997, accepted on 27 February 1998 and published on 23 April 1998.",0.693147181,,SUPPORTS,NOT_ENOUGH_INFO,,,Paleoclimatology:2,SUPPORTS,Paleoclimatology,"Paleoclimatology uses a variety of proxy methods from the Earth and life sciences to obtain data previously preserved within rocks, sediments, boreholes, ice sheets, tree rings, corals, shells, and microfossils.",0,,SUPPORTS,SUPPORTS,,,Proxy (climate):2,SUPPORTS,Proxy (climate),"Examples of proxies include ice cores, tree rings, sub-fossil pollen, boreholes, corals, lake and ocean sediments, and carbonate speleothems.",0,,SUPPORTS,SUPPORTS,,,Proxy (climate):86,SUPPORTS,Proxy (climate),"Several studies, including and have compiled box and gravity cores in the North Pacific analyzing them for palynological content to determine the distribution of dinocysts and their relationships with sea surface temperature, salinity, productivity and upwelling.",0,,SUPPORTS,SUPPORTS,,
2263,They all confirm the original hockey stick conclusion: the 20th century is the warmest in the last 1000 years and that warming was most dramatic after 1920.,0,Effects of global warming:17,SUPPORTS,Effects of global warming,"A wide variety of temperature proxies together prove that the 20th century was the hottest recorded in the last 2,000 years.",0,SUPPORTS,SUPPORTS,,,,Global warming:21,SUPPORTS,Global warming,Multiple independently produced instrumental datasets confirm that the 2009–2018 decade was 0.93 ± 0.07 °C warmer than the pre-industrial baseline (1850–1900).,0,SUPPORTS,SUPPORTS,,,,Global warming:366,SUPPORTS,Global warming,"The period from 1983 to 2012 was likely the warmest 30-year period of the last 1400 years in the Northern Hemisphere, where such assessment is possible (medium confidence).",0,SUPPORTS,SUPPORTS,,,,Hockey stick controversy:154,NOT_ENOUGH_INFO,Hockey stick controversy,"They concluded that although the 20th century was almost certainly the warmest of the millennium, the amount of anthropogenic warming remains uncertain.""",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Intergovernmental Panel on Climate Change:113,NOT_ENOUGH_INFO,Intergovernmental Panel on Climate Change,"They judge that global mean surface air temperature has increased by 0.3 to 0.6 °C over the last 100 years, broadly consistent with prediction of climate models, but also of the same magnitude as natural climate variability.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,
2266,"A number of independent investigations from different countries, universities and government bodies have investigated the stolen emails and found no evidence of wrong doing.",1,Climatic Research Unit email controversy:244,NOT_ENOUGH_INFO,Climatic Research Unit email controversy,The Office of the Inspector General (OIG) of the National Science Foundation closed an investigation on 15 August 2011 that exonerated Michael Mann of Pennsylvania State University of charges of scientific misconduct.,0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,Climatic Research Unit email controversy:247,NOT_ENOUGH_INFO,Climatic Research Unit email controversy,"The OIP findings confirmed the university panel's conclusions which cleared Mann of any wrongdoing, and it stated ""Lacking any evidence of research misconduct, as defined under the NSF Research Misconduct Regulation, we are closing the investigation with no further action.""",1.098612289,REFUTES,SUPPORTS,NOT_ENOUGH_INFO,,,Climatic Research Unit email controversy:7,SUPPORTS,Climatic Research Unit email controversy,"Eight committees investigated the allegations and published reports, finding no evidence of fraud or scientific misconduct.",0,SUPPORTS,SUPPORTS,SUPPORTS,,,Nepal:260,NOT_ENOUGH_INFO,Nepal,"The Commission for the Investigation of Abuse of Authority is an independent investigative agency that investigates and prosecutes cases related to corruption and bribery, in addition to the abuse of authority by government officials and officeholders.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,Russian interference in the 2016 United States elections:197,NOT_ENOUGH_INFO,Russian interference in the 2016 United States elections,"By January 2017, a multi-agency investigation, conducted by the FBI, the CIA, the NSA, the Justice Department, the Financial Crimes Enforcement Network and representatives of the DNI, was underway looking into how the Russian government may have secretly financed efforts to help Trump win the election had been conducted over several months by six federal agencies.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,
2267,"Focusing on a few suggestive emails, taken out of context, merely serves to distract from the wealth of empirical evidence for man-made global warming.",0,Climate change denial:126,NOT_ENOUGH_INFO,Climate change denial,"Despite leaked emails during the Climatic Research Unit email controversy, as well as multinational, independent research on the topic, no evidence of such a conspiracy has been presented, and strong consensus exists among scientists from a multitude of political, social, organizational and national backgrounds about the extent and cause of climate change.",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Climate change denial:192,SUPPORTS,Climate change denial,"The efforts of Al Gore and other environmental campaigns have focused on the effects of global warming and have managed to increase awareness and concern, but despite these efforts, the number of Americans believing humans are the cause of global warming was holding steady at 61% in 2007, and those believing the popular media was understating the issue remained about 35%.",0,SUPPORTS,SUPPORTS,,,,Climate change denial:693,NOT_ENOUGH_INFO,Climate change denial,"Most of the few statements that critics claim as evidence of malfeasance seem to have more innocent explanations that make sense in the context of scientists conversing privately and informally.""",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Climate change denial:788,SUPPORTS,Climate change denial,"Science education is under attack… by climate change deniers, who ignore a mountain of evidence gathered over the last fifty years that the planet is warming and that humans are largely responsible.",0,SUPPORTS,SUPPORTS,,,,Global warming:28,NOT_ENOUGH_INFO,Global warming,"The warming evident in the instrumental temperature record is consistent with a wide range of observations, documented by many independent scientific groups; for example, in most continental regions the frequency and intensity of heavy precipitation has increased.",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,
2268,“[T]he 1079 emails and 72 documents seem indeed evidence of a scandal  involving most of the most prominent scientists pushing the man-made  warming theory - a scandal that is one of the greatest in modern  science.,1,Climatic Research Unit email controversy:278,NOT_ENOUGH_INFO,Climatic Research Unit email controversy,"Writing for Newsweek, journalist Sharon Begley called the controversy a ""highly orchestrated, manufactured scandal"", noting that the public was unlikely to change their mind.",0.693147181,REFUTES,SUPPORTS,,,,Climatic Research Unit email controversy:286,SUPPORTS,Climatic Research Unit email controversy,"He said that it was not a single scandal, but ""a sustained and coordinated campaign"" aimed at undermining the credibility of the science.",0,SUPPORTS,SUPPORTS,,,,Climatic Research Unit email controversy:303,NOT_ENOUGH_INFO,Climatic Research Unit email controversy,"An editorial in Nature said that many in the media ""were led by the nose, by those with a clear agenda, to a sizzling scandal that steadily defused as the true facts and context were made clear"".",0.693147181,REFUTES,SUPPORTS,,,,Climatic Research Unit email controversy:552,SUPPORTS,Climatic Research Unit email controversy,"In blogs, talk radio and other new media, we are told that the warnings about future global warming issued by the national science academies, scientific societies, and governments of all the leading nations are not only mistaken, but based on a hoax, indeed a conspiracy that must involve thousands of respected researchers.",0,SUPPORTS,SUPPORTS,,,,Climatic Research Unit email controversy:70,SUPPORTS,Climatic Research Unit email controversy,"In this context, John Tierney of The New York Times wrote: ""these researchers, some of the most prominent climate experts in Britain and America, seem so focused on winning the public-relations war that they exaggerate their certitude – and ultimately undermine their own cause"".",0,SUPPORTS,SUPPORTS,,,
